,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Date
1180,lindsay,36.2,-119.0,71.28,60,1,4.7,2020-08-08
1181,farmersville,36.2,-119.2,72.86,57,1,6.93,2020-08-08
1182,tulare,36.2,-119.4,73.35,57,1,6.93,2020-08-08
1183,corcoran,36.2,-119.6,74.5,44,1,9.17,2020-08-08
1184,lemoore,36.2,-119.8,74.48,43,1,6.93,2020-08-08
1185,avenal,36.2,-120.0,74.53,43,1,6.93,2020-08-08
1186,coalinga,36.2,-120.2,74.84,43,1,6.93,2020-08-08
1187,coalinga,36.2,-120.4,70.45,43,1,6.93,2020-08-08
1188,coalinga,36.2,-120.6,68.63,77,1,3.36,2020-08-08
1189,king city,36.2,-120.8,66.81,77,1,3.36,2020-08-08
1190,king city,36.2,-121.0,63.37,77,1,3.36,2020-08-08
1191,king city,36.2,-121.2,58.69,77,90,6.93,2020-08-08
1192,greenfield,36.2,-121.4,59.04,77,90,6.93,2020-08-08
1193,gonzales,36.2,-121.6,59.07,72,90,0.87,2020-08-08
1194,monterey,36.2,-121.8,59.65,72,90,1.5,2020-08-08
1195,monterey,36.2,-122.0,59.68,72,90,0.98,2020-08-08
1196,monterey,36.2,-122.2,59.47,72,90,2.44,2020-08-08
1197,pacific grove,36.2,-122.4,59.56,72,90,4.5,2020-08-08
1198,pacific grove,36.2,-122.6,62.01,83,2,1.01,2020-08-08
1199,pacific grove,36.2,-122.8,58.59,91,5,10.0,2020-08-08
1200,pacific grove,36.2,-123.0,59.16,89,0,13.09,2020-08-08
1201,pacific grove,36.2,-123.2,59.74,87,0,15.64,2020-08-08
1202,pacific grove,36.2,-123.4,60.42,86,0,17.9,2020-08-08
1203,half moon bay,36.2,-123.6,61.07,86,0,19.73,2020-08-08
1204,half moon bay,36.2,-123.8,61.65,85,0,21.23,2020-08-08
1205,half moon bay,36.2,-124.0,62.22,85,0,22.62,2020-08-08
1206,half moon bay,36.2,-124.2,62.76,84,0,23.96,2020-08-08
1207,half moon bay,36.2,-124.4,63.14,83,0,24.92,2020-08-08
1208,half moon bay,36.2,-124.6,63.5,83,0,25.9,2020-08-08
1209,half moon bay,36.2,-124.8,63.88,82,0,26.8,2020-08-08
1210,saint george,36.4,-114.0,74.48,17,0,2.73,2020-08-08
1211,boulder city,36.4,-114.2,71.01,22,0,5.86,2020-08-08
1212,boulder city,36.4,-114.4,78.31,9,1,5.82,2020-08-08
1213,boulder city,36.4,-114.6,85.19,9,1,5.82,2020-08-08
1214,sunrise manor,36.4,-114.8,84.58,9,1,5.82,2020-08-08
1215,sunrise manor,36.4,-115.0,83.14,9,1,5.82,2020-08-08
1216,north las vegas,36.4,-115.2,83.16,9,1,5.82,2020-08-08
1217,spring valley,36.4,-115.4,83.21,10,1,1.3,2020-08-08
1218,pahrump,36.4,-115.6,82.33,10,1,2.68,2020-08-08
1219,pahrump,36.4,-115.8,79.83,10,1,3.96,2020-08-08
1220,pahrump,36.4,-116.0,70.47,10,1,5.3,2020-08-08
1221,pahrump,36.4,-116.2,68.86,10,1,8.05,2020-08-08
1222,pahrump,36.4,-116.4,70.34,10,1,8.05,2020-08-08
1223,pahrump,36.4,-116.6,72.93,10,1,8.05,2020-08-08
1224,pahrump,36.4,-116.8,71.01,15,0,1.99,2020-08-08
1225,ridgecrest,36.4,-117.0,66.99,38,0,3.27,2020-08-08
1226,ridgecrest,36.4,-117.2,66.99,38,0,7.47,2020-08-08
1227,ridgecrest,36.4,-117.4,66.99,38,0,5.06,2020-08-08
1228,ridgecrest,36.4,-117.6,66.99,38,0,3.11,2020-08-08
1229,ridgecrest,36.4,-117.8,66.99,38,0,3.71,2020-08-08
1230,ridgecrest,36.4,-118.0,59.88,38,0,2.26,2020-08-08
1231,porterville,36.4,-118.2,63.36,82,0,2.1,2020-08-08
1232,porterville,36.4,-118.4,64.06,82,0,3.33,2020-08-08
1233,lindsay,36.4,-118.6,68.32,60,1,4.7,2020-08-08
1234,lindsay,36.4,-118.8,69.78,60,1,4.7,2020-08-08
1235,exeter,36.4,-119.0,71.01,57,1,6.93,2020-08-08
1236,farmersville,36.4,-119.2,73.08,57,1,6.93,2020-08-08
1237,visalia,36.4,-119.4,74.14,57,1,6.93,2020-08-08
1238,hanford,36.4,-119.6,74.88,44,1,9.17,2020-08-08
1239,lemoore,36.4,-119.8,74.55,43,1,6.93,2020-08-08
1240,lemoore,36.4,-120.0,74.35,43,1,6.93,2020-08-08
1241,coalinga,36.4,-120.2,74.64,43,1,6.93,2020-08-08
1242,coalinga,36.4,-120.4,71.28,43,1,6.93,2020-08-08
1243,coalinga,36.4,-120.6,68.76,43,1,6.93,2020-08-08
1244,king city,36.4,-120.8,66.38,53,0,2.28,2020-08-08
1245,king city,36.4,-121.0,61.11,77,90,6.93,2020-08-08
1246,greenfield,36.4,-121.2,58.37,77,90,6.93,2020-08-08
1247,soledad,36.4,-121.4,58.66,77,90,6.93,2020-08-08
1248,gonzales,36.4,-121.6,58.66,72,90,0.25,2020-08-08
1249,seaside,36.4,-121.8,58.71,72,90,1.32,2020-08-08
1250,monterey,36.4,-122.0,58.8,72,90,1.39,2020-08-08
1251,pacific grove,36.4,-122.2,58.87,72,90,1.19,2020-08-08
1252,pacific grove,36.4,-122.4,59.34,72,90,2.95,2020-08-08
1253,pacific grove,36.4,-122.6,59.63,83,0,1.01,2020-08-08
1254,pacific grove,36.4,-122.8,58.39,91,2,8.77,2020-08-08
1255,pacific grove,36.4,-123.0,58.87,89,0,12.03,2020-08-08
1256,pacific grove,36.4,-123.2,59.45,87,0,14.76,2020-08-08
1257,half moon bay,36.4,-123.4,60.13,86,0,17.13,2020-08-08
1258,half moon bay,36.4,-123.6,60.78,86,0,19.06,2020-08-08
1259,half moon bay,36.4,-123.8,61.36,85,0,20.6,2020-08-08
1260,half moon bay,36.4,-124.0,61.93,85,0,22.08,2020-08-08
1261,half moon bay,36.4,-124.2,62.51,83,0,23.51,2020-08-08
1262,half moon bay,36.4,-124.4,62.94,83,0,24.52,2020-08-08
1263,half moon bay,36.4,-124.6,63.34,83,0,25.64,2020-08-08
1264,half moon bay,36.4,-124.8,63.73,82,0,26.8,2020-08-08
1265,saint george,36.6,-114.0,75.88,9,1,5.82,2020-08-08
1266,saint george,36.6,-114.2,71.01,22,0,5.1,2020-08-08
1267,boulder city,36.6,-114.4,74.21,9,1,5.82,2020-08-08
1268,sunrise manor,36.6,-114.6,79.66,9,1,5.82,2020-08-08
1269,sunrise manor,36.6,-114.8,82.54,9,1,5.82,2020-08-08
1270,sunrise manor,36.6,-115.0,82.89,9,1,5.82,2020-08-08
1271,sunrise manor,36.6,-115.2,82.81,10,1,0.63,2020-08-08
1272,north las vegas,36.6,-115.4,82.17,10,1,0.29,2020-08-08
1273,pahrump,36.6,-115.6,79.47,10,1,1.77,2020-08-08
1274,pahrump,36.6,-115.8,71.83,10,1,3.06,2020-08-08
1275,pahrump,36.6,-116.0,69.62,10,1,8.05,2020-08-08
1276,pahrump,36.6,-116.2,69.75,10,1,8.05,2020-08-08
1277,pahrump,36.6,-116.4,73.96,10,1,8.05,2020-08-08
1278,pahrump,36.6,-116.6,73.44,10,1,8.05,2020-08-08
1279,pahrump,36.6,-116.8,75.2,10,1,8.05,2020-08-08
1280,pahrump,36.6,-117.0,66.99,38,0,1.97,2020-08-08
1281,ridgecrest,36.6,-117.2,66.99,38,0,6.31,2020-08-08
1282,ridgecrest,36.6,-117.4,66.99,38,0,4.45,2020-08-08
1283,ridgecrest,36.6,-117.6,66.99,38,0,3.06,2020-08-08
1284,ridgecrest,36.6,-117.8,66.99,38,0,3.4,2020-08-08
1285,ridgecrest,36.6,-118.0,63.37,38,0,1.34,2020-08-08
1286,lindsay,36.6,-118.2,62.71,78,0,1.77,2020-08-08
1287,lindsay,36.6,-118.4,63.84,65,0,1.74,2020-08-08
1288,exeter,36.6,-118.6,66.96,78,0,4.59,2020-08-08
1289,exeter,36.6,-118.8,68.88,53,1,5.44,2020-08-08
1290,orange cove,36.6,-119.0,71.29,53,1,4.36,2020-08-08
1291,orange cove,36.6,-119.2,73.6,53,1,3.62,2020-08-08
1292,reedley,36.6,-119.4,73.71,53,1,0.81,2020-08-08
1293,selma,36.6,-119.6,74.53,53,1,5.99,2020-08-08
1294,fresno,36.6,-119.8,74.7,42,1,8.05,2020-08-08
1295,kerman,36.6,-120.0,74.75,43,1,6.93,2020-08-08
1296,kerman,36.6,-120.2,74.57,43,1,6.93,2020-08-08
1297,mendota,36.6,-120.4,73.29,43,1,6.93,2020-08-08
1298,mendota,36.6,-120.6,70.68,56,1,5.82,2020-08-08
1299,mendota,36.6,-120.8,64.33,87,1,3.36,2020-08-08
1300,soledad,36.6,-121.0,61.02,87,1,3.36,2020-08-08
1301,soledad,36.6,-121.2,59.4,87,1,3.36,2020-08-08
1302,gonzales,36.6,-121.4,58.57,77,90,6.93,2020-08-08
1303,salinas,36.6,-121.6,58.35,77,90,6.93,2020-08-08
1304,seaside,36.6,-121.8,58.5,72,90,1.43,2020-08-08
1305,pacific grove,36.6,-122.0,58.51,72,90,1.34,2020-08-08
1306,pacific grove,36.6,-122.2,58.48,72,90,0.34,2020-08-08
1307,pacific grove,36.6,-122.4,58.28,72,90,1.36,2020-08-08
1308,santa cruz,36.6,-122.6,58.62,72,90,3.83,2020-08-08
1309,santa cruz,36.6,-122.8,58.23,91,0,7.2,2020-08-08
1310,half moon bay,36.6,-123.0,58.66,88,0,10.6,2020-08-08
1311,half moon bay,36.6,-123.2,59.18,87,0,13.58,2020-08-08
1312,half moon bay,36.6,-123.4,59.81,86,0,16.08,2020-08-08
1313,half moon bay,36.6,-123.6,60.46,86,0,18.12,2020-08-08
1314,half moon bay,36.6,-123.8,61.07,85,0,19.82,2020-08-08
1315,half moon bay,36.6,-124.0,61.65,85,0,21.39,2020-08-08
1316,half moon bay,36.6,-124.2,62.22,83,0,22.95,2020-08-08
1317,half moon bay,36.6,-124.4,62.69,83,0,24.18,2020-08-08
1318,half moon bay,36.6,-124.6,63.12,82,0,25.46,2020-08-08
1319,half moon bay,36.6,-124.8,63.52,82,0,26.78,2020-08-08
1320,saint george,36.8,-114.0,76.44,9,1,5.82,2020-08-08
1321,saint george,36.8,-114.2,74.89,9,1,5.82,2020-08-08
1322,saint george,36.8,-114.4,71.01,22,0,2.66,2020-08-08
1323,sunrise manor,36.8,-114.6,71.01,22,0,3.06,2020-08-08
1324,sunrise manor,36.8,-114.8,75.43,9,1,5.82,2020-08-08
1325,sunrise manor,36.8,-115.0,78.87,9,1,5.82,2020-08-08
1326,sunrise manor,36.8,-115.2,75.85,10,1,1.5,2020-08-08
1327,north las vegas,36.8,-115.4,71.92,10,1,1.07,2020-08-08
1328,pahrump,36.8,-115.6,68.58,10,1,1.03,2020-08-08
1329,pahrump,36.8,-115.8,68.9,10,1,1.25,2020-08-08
1330,pahrump,36.8,-116.0,70.03,10,1,8.05,2020-08-08
1331,pahrump,36.8,-116.2,74.95,10,1,8.05,2020-08-08
1332,pahrump,36.8,-116.4,74.82,10,1,8.05,2020-08-08
1333,pahrump,36.8,-116.6,75.2,10,1,8.05,2020-08-08
1334,pahrump,36.8,-116.8,70.81,20,0,2.71,2020-08-08
1335,pahrump,36.8,-117.0,66.87,22,0,2.8,2020-08-08
1336,ridgecrest,36.8,-117.2,66.99,19,0,5.01,2020-08-08
1337,ridgecrest,36.8,-117.4,66.99,38,0,2.46,2020-08-08
1338,ridgecrest,36.8,-117.6,66.99,38,0,2.44,2020-08-08
1339,ridgecrest,36.8,-117.8,66.99,38,0,2.62,2020-08-08
1340,ridgecrest,36.8,-118.0,62.26,38,0,0.72,2020-08-08
1341,exeter,36.8,-118.2,64.08,13,1,11.41,2020-08-08
1342,exeter,36.8,-118.4,66.42,13,1,11.41,2020-08-08
1343,orange cove,36.8,-118.6,69.53,13,1,11.41,2020-08-08
1344,orange cove,36.8,-118.8,70.27,53,1,5.06,2020-08-08
1345,orange cove,36.8,-119.0,71.69,53,1,6.13,2020-08-08
1346,orange cove,36.8,-119.2,71.71,53,1,4.76,2020-08-08
1347,sanger,36.8,-119.4,71.65,53,1,2.48,2020-08-08
1348,sanger,36.8,-119.6,71.6,42,1,8.05,2020-08-08
1349,fresno,36.8,-119.8,71.92,42,1,8.05,2020-08-08
1350,kerman,36.8,-120.0,73.72,56,1,5.82,2020-08-08
1351,kerman,36.8,-120.2,72.95,56,1,5.82,2020-08-08
1352,mendota,36.8,-120.4,72.73,56,1,5.82,2020-08-08
1353,mendota,36.8,-120.6,69.49,56,1,5.82,2020-08-08
1354,los banos,36.8,-120.8,65.19,87,1,3.36,2020-08-08
1355,los banos,36.8,-121.0,61.93,87,1,3.36,2020-08-08
1356,hollister,36.8,-121.2,60.33,87,1,3.36,2020-08-08
1357,hollister,36.8,-121.4,58.48,87,1,3.36,2020-08-08
1358,salinas,36.8,-121.6,58.23,77,90,6.93,2020-08-08
1359,marina,36.8,-121.8,58.33,77,90,6.93,2020-08-08
1360,santa cruz,36.8,-122.0,58.1,72,90,2.28,2020-08-08
1361,santa cruz,36.8,-122.2,58.05,72,90,1.86,2020-08-08
1362,santa cruz,36.8,-122.4,58.06,72,90,0.83,2020-08-08
1363,santa cruz,36.8,-122.6,57.92,94,0,1.99,2020-08-08
1364,half moon bay,36.8,-122.8,57.36,94,0,5.35,2020-08-08
1365,half moon bay,36.8,-123.0,58.48,88,0,8.93,2020-08-08
1366,half moon bay,36.8,-123.2,58.91,87,0,12.1,2020-08-08
1367,half moon bay,36.8,-123.4,59.43,87,0,14.72,2020-08-08
1368,half moon bay,36.8,-123.6,60.04,86,0,16.96,2020-08-08
1369,half moon bay,36.8,-123.8,60.73,85,0,18.97,2020-08-08
1370,half moon bay,36.8,-124.0,61.36,84,0,20.74,2020-08-08
1371,half moon bay,36.8,-124.2,61.93,83,0,22.55,2020-08-08
1372,pacifica,36.8,-124.4,62.4,83,0,24.14,2020-08-08
1373,pacifica,36.8,-124.6,62.83,82,0,25.61,2020-08-08
1374,pacifica,36.8,-124.8,63.23,82,0,26.93,2020-08-08
1375,saint george,37.0,-114.0,75.58,9,1,5.82,2020-08-08
1376,saint george,37.0,-114.2,75.81,9,1,5.82,2020-08-08
1377,saint george,37.0,-114.4,71.01,22,0,3.53,2020-08-08
1378,sunrise manor,37.0,-114.6,71.01,22,0,3.65,2020-08-08
1379,sunrise manor,37.0,-114.8,71.01,22,0,3.18,2020-08-08
1380,sunrise manor,37.0,-115.0,71.01,22,0,3.27,2020-08-08
1381,sunrise manor,37.0,-115.2,73.47,10,1,0.6,2020-08-08
1382,north las vegas,37.0,-115.4,75.36,10,1,1.48,2020-08-08
1383,pahrump,37.0,-115.6,76.21,10,1,1.95,2020-08-08
1384,pahrump,37.0,-115.8,76.12,10,1,2.1,2020-08-08
1385,pahrump,37.0,-116.0,76.05,10,1,8.05,2020-08-08
1386,pahrump,37.0,-116.2,75.79,10,1,8.05,2020-08-08
1387,pahrump,37.0,-116.4,75.2,10,1,8.05,2020-08-08
1388,pahrump,37.0,-116.6,75.2,10,1,8.05,2020-08-08
1389,pahrump,37.0,-116.8,66.99,19,0,5.01,2020-08-08
1390,pahrump,37.0,-117.0,66.99,19,0,5.01,2020-08-08
1391,pahrump,37.0,-117.2,66.99,19,0,5.01,2020-08-08
1392,ridgecrest,37.0,-117.4,66.99,19,0,5.01,2020-08-08
1393,ridgecrest,37.0,-117.6,66.99,19,0,5.01,2020-08-08
1394,ridgecrest,37.0,-117.8,71.33,13,1,11.41,2020-08-08
1395,exeter,37.0,-118.0,72.12,13,1,11.41,2020-08-08
1396,orange cove,37.0,-118.2,69.04,13,1,11.41,2020-08-08
1397,orange cove,37.0,-118.4,66.87,13,1,11.41,2020-08-08
1398,orange cove,37.0,-118.6,67.77,13,1,11.41,2020-08-08
1399,orange cove,37.0,-118.8,67.3,13,1,11.41,2020-08-08
1400,orange cove,37.0,-119.0,67.32,53,1,4.74,2020-08-08
1401,orange cove,37.0,-119.2,68.32,53,1,5.08,2020-08-08
1402,sanger,37.0,-119.4,69.73,53,1,4.88,2020-08-08
1403,clovis,37.0,-119.6,69.73,42,1,8.05,2020-08-08
1404,clovis,37.0,-119.8,69.96,42,1,8.05,2020-08-08
1405,madera,37.0,-120.0,70.72,56,1,5.82,2020-08-08
1406,chowchilla,37.0,-120.2,72.23,56,1,5.82,2020-08-08
1407,chowchilla,37.0,-120.4,71.6,56,1,5.82,2020-08-08
1408,los banos,37.0,-120.6,70.0,56,1,3.36,2020-08-08
1409,los banos,37.0,-120.8,66.63,56,1,3.36,2020-08-08
1410,los banos,37.0,-121.0,63.93,87,1,3.36,2020-08-08
1411,hollister,37.0,-121.2,61.14,87,1,3.36,2020-08-08
1412,hollister,37.0,-121.4,59.94,87,1,3.36,2020-08-08
1413,gilroy,37.0,-121.6,58.77,87,1,4.7,2020-08-08
1414,watsonville,37.0,-121.8,58.3,87,1,4.7,2020-08-08
1415,santa cruz,37.0,-122.0,58.8,90,0,2.44,2020-08-08
1416,santa cruz,37.0,-122.2,58.91,91,0,2.53,2020-08-08
1417,santa cruz,37.0,-122.4,58.84,90,0,1.97,2020-08-08
1418,half moon bay,37.0,-122.6,58.3,93,90,9.17,2020-08-08
1419,half moon bay,37.0,-122.8,57.47,93,90,9.17,2020-08-08
1420,half moon bay,37.0,-123.0,58.19,87,0,7.45,2020-08-08
1421,half moon bay,37.0,-123.2,58.62,87,0,10.42,2020-08-08
1422,half moon bay,37.0,-123.4,59.05,87,0,13.13,2020-08-08
1423,half moon bay,37.0,-123.6,59.56,86,0,15.73,2020-08-08
1424,half moon bay,37.0,-123.8,60.21,86,0,18.21,2020-08-08
1425,pacifica,37.0,-124.0,61.07,84,0,20.45,2020-08-08
1426,pacifica,37.0,-124.2,61.65,83,0,22.7,2020-08-08
1427,pacifica,37.0,-124.4,62.11,83,0,24.7,2020-08-08
1428,pacifica,37.0,-124.6,62.55,82,0,26.26,2020-08-08
1429,pacifica,37.0,-124.8,62.94,82,0,27.47,2020-08-08
1430,saint george,37.2,-114.0,72.86,9,1,5.82,2020-08-08
1431,saint george,37.2,-114.2,76.68,9,1,5.82,2020-08-08
1432,saint george,37.2,-114.4,71.01,22,0,2.84,2020-08-08
1433,saint george,37.2,-114.6,71.01,22,0,3.13,2020-08-08
1434,sunrise manor,37.2,-114.8,71.01,22,0,3.47,2020-08-08
1435,sunrise manor,37.2,-115.0,71.01,22,0,4.0,2020-08-08
1436,sunrise manor,37.2,-115.2,71.01,22,0,1.7,2020-08-08
1437,north las vegas,37.2,-115.4,66.24,23,0,0.92,2020-08-08
1438,pahrump,37.2,-115.6,77.0,10,1,2.17,2020-08-08
1439,pahrump,37.2,-115.8,76.03,10,1,8.05,2020-08-08
1440,pahrump,37.2,-116.0,75.2,10,1,8.05,2020-08-08
1441,pahrump,37.2,-116.2,75.2,10,1,8.05,2020-08-08
1442,pahrump,37.2,-116.4,61.38,27,0,4.61,2020-08-08
1443,pahrump,37.2,-116.6,67.1,22,0,4.74,2020-08-08
1444,pahrump,37.2,-116.8,66.99,19,0,5.01,2020-08-08
1445,pahrump,37.2,-117.0,66.99,19,0,5.01,2020-08-08
1446,pahrump,37.2,-117.2,66.99,19,0,5.01,2020-08-08
1447,ridgecrest,37.2,-117.4,66.99,19,0,5.01,2020-08-08
1448,ridgecrest,37.2,-117.6,66.99,19,0,5.01,2020-08-08
1449,ridgecrest,37.2,-117.8,71.42,13,1,11.41,2020-08-08
1450,orange cove,37.2,-118.0,70.97,13,1,11.41,2020-08-08
1451,orange cove,37.2,-118.2,72.43,13,1,11.41,2020-08-08
1452,orange cove,37.2,-118.4,68.94,13,1,11.41,2020-08-08
1453,orange cove,37.2,-118.6,66.9,13,1,11.41,2020-08-08
1454,orange cove,37.2,-118.8,63.88,33,1,2.82,2020-08-08
1455,orange cove,37.2,-119.0,64.36,33,1,3.13,2020-08-08
1456,orange cove,37.2,-119.2,65.82,33,1,4.36,2020-08-08
1457,clovis,37.2,-119.4,67.44,42,1,8.05,2020-08-08
1458,clovis,37.2,-119.6,69.22,42,1,8.05,2020-08-08
1459,madera,37.2,-119.8,70.18,56,1,5.82,2020-08-08
1460,madera,37.2,-120.0,70.0,56,1,5.82,2020-08-08
1461,chowchilla,37.2,-120.2,70.23,56,1,5.82,2020-08-08
1462,merced,37.2,-120.4,71.65,56,1,3.36,2020-08-08
1463,atwater,37.2,-120.6,71.6,56,1,3.36,2020-08-08
1464,los banos,37.2,-120.8,68.63,56,1,3.36,2020-08-08
1465,los banos,37.2,-121.0,65.98,56,1,3.36,2020-08-08
1466,patterson,37.2,-121.2,64.09,87,1,3.36,2020-08-08
1467,gilroy,37.2,-121.4,62.15,87,1,4.7,2020-08-08
1468,morgan hill,37.2,-121.6,61.65,87,1,4.7,2020-08-08
1469,morgan hill,37.2,-121.8,62.74,72,1,0.38,2020-08-08
1470,los gatos,37.2,-122.0,62.55,72,1,2.04,2020-08-08
1471,saratoga,37.2,-122.2,61.43,87,0,1.57,2020-08-08
1472,half moon bay,37.2,-122.4,60.64,88,0,2.19,2020-08-08
1473,half moon bay,37.2,-122.6,59.7,93,90,9.17,2020-08-08
1474,half moon bay,37.2,-122.8,58.48,93,90,9.17,2020-08-08
1475,half moon bay,37.2,-123.0,57.54,93,90,9.17,2020-08-08
1476,half moon bay,37.2,-123.2,58.1,87,0,9.24,2020-08-08
1477,pacifica,37.2,-123.4,58.48,87,0,12.08,2020-08-08
1478,pacifica,37.2,-123.6,59.04,86,0,15.17,2020-08-08
1479,pacifica,37.2,-123.8,59.74,85,0,18.45,2020-08-08
1480,pacifica,37.2,-124.0,60.49,84,0,21.54,2020-08-08
1481,pacifica,37.2,-124.2,61.18,83,0,23.91,2020-08-08
1482,pacifica,37.2,-124.4,61.77,83,0,25.66,2020-08-08
1483,pacifica,37.2,-124.6,62.26,82,0,26.91,2020-08-08
1484,pacifica,37.2,-124.8,62.69,82,0,27.89,2020-08-08
1485,saint george,37.4,-114.0,72.25,9,1,5.82,2020-08-08
1486,saint george,37.4,-114.2,68.56,22,0,1.01,2020-08-08
1487,saint george,37.4,-114.4,55.0,22,0,1.01,2020-08-08
1488,saint george,37.4,-114.6,62.11,24,0,5.55,2020-08-08
1489,sunrise manor,37.4,-114.8,63.21,23,0,5.3,2020-08-08
1490,sunrise manor,37.4,-115.0,62.46,23,0,5.23,2020-08-08
1491,sunrise manor,37.4,-115.2,69.12,18,0,3.42,2020-08-08
1492,sunrise manor,37.4,-115.4,63.79,23,0,2.13,2020-08-08
1493,pahrump,37.4,-115.6,64.35,25,0,2.82,2020-08-08
1494,pahrump,37.4,-115.8,61.3,29,0,4.27,2020-08-08
1495,pahrump,37.4,-116.0,61.83,29,0,3.11,2020-08-08
1496,pahrump,37.4,-116.2,63.95,26,0,3.94,2020-08-08
1497,pahrump,37.4,-116.4,65.19,24,0,4.25,2020-08-08
1498,pahrump,37.4,-116.6,66.99,19,0,5.01,2020-08-08
1499,pahrump,37.4,-116.8,66.99,19,0,5.01,2020-08-08
1500,pahrump,37.4,-117.0,66.99,19,0,5.01,2020-08-08
1501,pahrump,37.4,-117.2,66.99,19,0,5.01,2020-08-08
1502,ridgecrest,37.4,-117.4,66.99,19,0,5.01,2020-08-08
1503,ridgecrest,37.4,-117.6,69.96,13,1,11.41,2020-08-08
1504,orange cove,37.4,-117.8,71.44,13,1,11.41,2020-08-08
1505,orange cove,37.4,-118.0,70.84,13,1,11.41,2020-08-08
1506,orange cove,37.4,-118.2,69.4,13,1,11.41,2020-08-08
1507,orange cove,37.4,-118.4,69.17,13,1,11.41,2020-08-08
1508,orange cove,37.4,-118.6,65.23,13,1,11.41,2020-08-08
1509,orange cove,37.4,-118.8,64.42,13,1,11.41,2020-08-08
1510,orange cove,37.4,-119.0,62.06,33,1,3.15,2020-08-08
1511,clovis,37.4,-119.2,63.43,33,1,3.78,2020-08-08
1512,clovis,37.4,-119.4,64.09,33,1,4.72,2020-08-08
1513,clovis,37.4,-119.6,64.89,56,1,5.82,2020-08-08
1514,madera,37.4,-119.8,68.77,56,1,5.82,2020-08-08
1515,chowchilla,37.4,-120.0,68.72,56,1,5.82,2020-08-08
1516,chowchilla,37.4,-120.2,69.55,56,1,3.36,2020-08-08
1517,merced,37.4,-120.4,71.6,56,1,3.36,2020-08-08
1518,atwater,37.4,-120.6,71.58,64,1,4.7,2020-08-08
1519,livingston,37.4,-120.8,71.69,64,1,4.7,2020-08-08
1520,patterson,37.4,-121.0,69.53,47,1,4.7,2020-08-08
1521,patterson,37.4,-121.2,67.37,29,1,4.09,2020-08-08
1522,patterson,37.4,-121.4,64.36,87,1,4.7,2020-08-08
1523,east foothills,37.4,-121.6,63.81,72,1,1.9,2020-08-08
1524,east foothills,37.4,-121.8,63.84,82,90,3.36,2020-08-08
1525,sunnyvale,37.4,-122.0,63.55,82,90,3.36,2020-08-08
1526,stanford,37.4,-122.2,61.16,77,20,1.83,2020-08-08
1527,half moon bay,37.4,-122.4,59.23,93,90,9.17,2020-08-08
1528,half moon bay,37.4,-122.6,58.23,93,90,9.17,2020-08-08
1529,half moon bay,37.4,-122.8,57.76,93,90,9.17,2020-08-08
1530,pacifica,37.4,-123.0,57.02,93,90,9.17,2020-08-08
1531,pacifica,37.4,-123.2,57.07,93,90,9.17,2020-08-08
1532,pacifica,37.4,-123.4,57.9,87,0,12.21,2020-08-08
1533,pacifica,37.4,-123.6,58.51,86,0,15.84,2020-08-08
1534,pacifica,37.4,-123.8,59.31,85,0,19.6,2020-08-08
1535,pacifica,37.4,-124.0,60.03,84,0,22.93,2020-08-08
1536,pacifica,37.4,-124.2,60.75,83,0,24.7,2020-08-08
1537,mill valley,37.4,-124.4,61.36,83,0,26.04,2020-08-08
1538,healdsburg,37.4,-124.6,61.9,82,0,27.13,2020-08-08
1539,healdsburg,37.4,-124.8,62.4,82,0,28.14,2020-08-08
1540,saint george,37.6,-114.0,67.66,22,0,1.01,2020-08-08
1541,saint george,37.6,-114.2,55.0,22,0,1.01,2020-08-08
1542,saint george,37.6,-114.4,55.0,22,0,1.01,2020-08-08
1543,saint george,37.6,-114.6,59.72,26,0,5.84,2020-08-08
1544,saint george,37.6,-114.8,62.06,23,0,5.35,2020-08-08
1545,sunrise manor,37.6,-115.0,63.68,22,0,4.88,2020-08-08
1546,sunrise manor,37.6,-115.2,66.49,19,0,4.27,2020-08-08
1547,sunrise manor,37.6,-115.4,58.3,26,0,3.96,2020-08-08
1548,pahrump,37.6,-115.6,62.24,25,0,3.94,2020-08-08
1549,pahrump,37.6,-115.8,65.41,24,0,3.89,2020-08-08
1550,pahrump,37.6,-116.0,61.2,29,0,3.09,2020-08-08
1551,pahrump,37.6,-116.2,63.46,26,0,3.38,2020-08-08
1552,pahrump,37.6,-116.4,65.08,25,0,3.47,2020-08-08
1553,pahrump,37.6,-116.6,62.6,16,1,6.93,2020-08-08
1554,pahrump,37.6,-116.8,64.8,16,1,6.93,2020-08-08
1555,pahrump,37.6,-117.0,64.9,16,1,6.93,2020-08-08
1556,pahrump,37.6,-117.2,64.92,16,1,6.93,2020-08-08
1557,pahrump,37.6,-117.4,65.1,16,1,6.93,2020-08-08
1558,orange cove,37.6,-117.6,65.93,16,1,6.93,2020-08-08
1559,orange cove,37.6,-117.8,72.41,13,1,11.41,2020-08-08
1560,orange cove,37.6,-118.0,71.4,13,1,11.41,2020-08-08
1561,orange cove,37.6,-118.2,68.18,13,1,11.41,2020-08-08
1562,orange cove,37.6,-118.4,65.77,13,1,11.41,2020-08-08
1563,orange cove,37.6,-118.6,63.93,13,1,11.41,2020-08-08
1564,orange cove,37.6,-118.8,62.8,33,1,1.1,2020-08-08
